frame_num	transmit	locate	classify	total
0	0.065535068512	0.637064933777	0.131941080093	0.919574022293
1	0.0751378536224	0.160023927689	0.18190908432	0.463448047638
2	0.320412158966	0.179352998734	0.133361101151	0.674664020538
3	0.10550403595	0.167524814606	0.109831094742	0.432037115097
4	0.0891759395599	0.196639060974	0.109912157059	0.43722486496
5	0.341898202896	0.191376924515	0.107903957367	0.681626081467
6	0.0765719413757	0.171608924866	0.254492044449	0.54926609993
7	0.0699169635773	0.191020965576	0.296744823456	0.59595489502
8	0.0793931484222	0.187912940979	0.161224842072	0.48711180687
9	0.051638841629	0.162536859512	0.140305995941	0.40419793129
10	0.0574610233307	0.175249099731	0.0992250442505	0.378884792328
11	0.335039138794	0.153012990952	0.131121873856	0.6552298069
12	0.0603728294373	0.189819097519	0.208641052246	0.496718883514
13	0.0457270145416	0.155417919159	0.0519490242004	0.287679195404
14	0.0479481220245	0.135828971863	0.136827945709	0.357383012772
15	0.0805110931396	0.131881952286	0.0574731826782	0.332395076752
16	0.106433153152	0.112701892853	0.0764060020447	0.331554174423
17	0.0734379291534	0.0798230171204	0.117163896561	0.305387973785
18	0.0614709854126	0.111600160599	0.0971529483795	0.30771112442
19	0.0716888904572	0.184214115143	0.202801942825	0.497657060623
20	0.0713081359863	0.15491604805	0.192665100098	0.468886137009
21	0.0827021598816	0.176733970642	0.23702788353	0.545990943909
22	0.0618150234222	0.189743995667	0.1592669487	0.475157022476
23	0.360311985016	0.242912054062	0.159775972366	0.806285858154
24	0.0893959999084	0.213109016418	0.228684186935	0.574041128159
25	0.0742108821869	0.224817037582	0.11324596405	0.454447031021
26	0.0688011646271	0.155119895935	0.149597883224	0.412431001663
27	0.33868598938	0.214473009109	0.19890499115	0.79083108902
28	0.325927972794	0.196310997009	0.139453887939	0.714650154114
29	0.0667951107025	0.160274028778	0.250557899475	0.517557144165
30	0.332094907761	0.22785282135	0.186923027039	0.788544178009
31	0.0587358474731	0.183928012848	0.104416131973	0.384521961212
32	0.123569011688	0.182454109192	0.120518922806	0.465788841248
33	0.0642700195312	0.221277952194	0.19893693924	0.523751974106
34	0.330646038055	0.187386989594	0.205770969391	0.764626026154
35	0.0649530887604	0.221124887466	0.218778133392	0.547599077225
36	0.0949928760529	0.25762295723	0.389384031296	0.788276910782
37	0.0858569145203	0.29752612114	0.319098949432	0.744393825531
38	0.138775110245	0.229001998901	0.218271970749	0.626133918762
39	0.0779030323029	0.192586898804	0.111954927444	0.428148031235
40	0.0800950527191	0.197679042816	0.108340024948	0.427583217621
41	0.0874450206757	0.220978021622	0.110831975937	0.462633132935
42	0.0982720851898	0.220677137375	0.196488857269	0.560513973236
43	0.111418962479	0.233448028564	0.226922988892	0.638067007065
44	0.0829250812531	0.190363168716	0.341377973557	0.656686067581
45	0.0795121192932	0.230838060379	0.165409803391	0.519469022751
46	0.0913319587708	0.170261859894	0.161087989807	0.4682970047
47	0.0696771144867	0.157065868378	0.128642082214	0.400434970856
48	0.0703599452972	0.235743999481	0.123733997345	0.472153186798
49	0.065064907074	0.22522187233	0.216818094254	0.552018165588
50	0.0683610439301	0.18514084816	0.112268924713	0.408689975739
51	0.346155881882	0.195693969727	0.447282075882	1.04903316498
52	0.105115175247	0.275765180588	0.228280067444	0.653759002686
53	0.0957689285278	0.257812023163	0.169230937958	0.562741994858
54	0.0816659927368	0.253399848938	0.113763093948	0.491939067841
55	0.0800659656525	0.20459318161	0.248095035553	0.575525045395
56	0.0743288993835	0.196135044098	0.145744800568	0.460057973862
57	0.358886003494	0.199851036072	0.127780914307	0.741416931152
58	0.0736730098724	0.21989607811	0.223864078522	0.566920995712
59	0.366545200348	0.372594118118	0.275338888168	1.08885097504
60	0.0816080570221	0.23313999176	0.196594953537	0.555258989334
61	0.0939610004425	0.231080055237	0.198969841003	0.565705060959
62	0.105102062225	0.193472146988	0.141722917557	0.486601114273
63	0.0715539455414	0.204077005386	0.160404920578	0.47599196434
64	0.0774681568146	0.200567007065	0.150904893875	0.485645055771
65	0.329621076584	0.224113941193	0.234076023102	0.833854198456
66	0.374250173569	0.20775103569	0.128779172897	0.773811817169
67	0.0648949146271	0.219876050949	0.110376834869	0.435011148453
68	0.329712152481	0.199417114258	0.103972911835	0.673925876617
69	0.061488866806	0.208423137665	0.157022953033	0.474934101105
70	0.0619201660156	0.225615978241	0.176115036011	0.505695819855
71	0.0619101524353	0.197465181351	0.150109052658	0.460192918777
72	0.385727882385	0.28147482872	0.325240135193	1.0616209507
73	0.326780080795	0.229998111725	0.124886989594	0.722915887833
74	0.062381029129	0.196546077728	0.157186985016	0.460429906845
75	0.0839989185333	0.17213511467	0.121221065521	0.422591924667
76	0.316213846207	0.156056165695	0.173032999039	0.689663887024
77	0.0493431091309	0.215270996094	0.113908052444	0.417757987976
78	0.082859992981	0.194311857224	0.166820049286	0.484747886658
79	0.0685970783234	0.260968923569	0.358767032623	0.737368106842
80	0.0969560146332	0.285593032837	0.429485082626	0.872971057892
81	0.0611181259155	0.189197063446	0.261386871338	0.567692995071
82	0.069934129715	0.183876037598	0.20725607872	0.506042003632
83	0.0694019794464	0.195181131363	0.209352970123	0.516493082047
84	0.0534000396729	0.163635015488	0.165107965469	0.421643018723
85	0.0736520290375	0.191076993942	0.190684080124	0.506047010422
86	0.07053399086	0.195755958557	0.116209983826	0.424479007721
87	0.0876700878143	0.227955102921	0.387553930283	0.749081134796
88	0.0797290802002	0.198194980621	0.204587936401	0.544945001602
89	0.0827260017395	0.191843986511	0.130118131638	0.445232152939
90	0.0810239315033	0.187968969345	0.14222407341	0.451683044434
91	0.0870218276978	0.184883832932	0.164731025696	0.478003025055
