frame_num	transmit	locate	classify	total
0	0.0784409046173	0.616106987	0.264240980148	1.00829386711
1	0.0520751476288	0.155754089355	0.101980924606	0.347682952881
2	0.0569841861725	0.180324077606	0.118778944016	0.393288850784
3	0.114462852478	0.285657167435	0.223894834518	0.707137107849
4	0.0570738315582	0.190074920654	0.145643949509	0.430428028107
5	0.059798002243	0.186195850372	0.136604070663	0.420945882797
6	0.0659749507904	0.168142080307	0.11748290062	0.388280153275
7	0.0652320384979	0.156341075897	0.147969007492	0.409536838531
8	0.0852019786835	0.180272102356	0.202338933945	0.505156993866
9	0.0495240688324	0.16338801384	0.100899934769	0.352086782455
10	0.340839862823	0.185376882553	0.184059858322	0.755753040314
11	0.0791418552399	0.196964979172	0.272346019745	0.615397930145
12	0.332724094391	0.187214136124	0.260495901108	0.821357965469
13	0.0586729049683	0.164343118668	0.10825586319	0.366054058075
14	0.0832989215851	0.138916969299	0.0599648952484	0.315806865692
15	0.0569908618927	0.114305019379	0.0557441711426	0.261876106262
16	0.0633671283722	0.105729818344	0.0672750473022	0.270766973495
17	0.061812877655	0.0831279754639	0.0563719272614	0.236350059509
18	0.0691781044006	0.101751089096	0.04998087883	0.255390882492
19	0.0591259002686	0.16831612587	0.311924934387	0.580707073212
20	0.0553250312805	0.257830142975	0.354509115219	0.720124006271
21	0.0625309944153	0.181509017944	0.180876970291	0.461282968521
22	0.0595719814301	0.176629066467	0.103659152985	0.376260995865
23	0.0539691448212	0.179090976715	0.101650953293	0.371635913849
24	0.0479140281677	0.214547157288	0.138967990875	0.440016031265
25	0.0505421161652	0.21098613739	0.110846996307	0.41684794426
26	0.0729060173035	0.152858018875	0.101782083511	0.365818023682
27	0.328756093979	0.293802976608	0.142472028732	0.806325912476
28	0.0696971416473	0.261813879013	0.25466799736	0.654190063477
29	0.0708751678467	0.153913021088	0.126388072968	0.385720968246
30	0.0740160942078	0.147722005844	0.173182964325	0.432394981384
31	0.341909885406	0.186397075653	0.18346786499	0.751724004745
32	0.0654079914093	0.188473939896	0.140272140503	0.430882930756
33	0.0766189098358	0.231653928757	0.152466058731	0.497089862823
34	0.0815830230713	0.179202079773	0.193041086197	0.489685058594
35	0.0697989463806	0.229149103165	0.39243888855	0.732310056686
36	0.10759806633	0.235953092575	0.130424976349	0.540335893631
37	0.0647790431976	0.178968906403	0.131217002869	0.413328886032
38	0.0628879070282	0.217586040497	0.208148002625	0.537766933441
39	0.0702660083771	0.175848007202	0.098415851593	0.383328914642
40	0.0746760368347	0.184277057648	0.154633998871	0.453696966171
41	0.33475112915	0.222752094269	0.180022001266	0.77271604538
42	0.0699901580811	0.226007938385	0.256076097488	0.59278512001
43	0.0927469730377	0.216500997543	0.470743894577	0.818544149399
44	0.100064992905	0.241324901581	0.194765090942	0.581254959106
45	0.0918710231781	0.214720964432	0.160239934921	0.500855922699
46	0.0963840484619	0.159275054932	0.108613967896	0.401597976685
47	0.0568029880524	0.156464099884	0.108716964722	0.36871099472
48	0.0857601165771	0.215068101883	0.178483009338	0.512754917145
49	0.0781979560852	0.212769031525	0.108309984207	0.433884859085
50	0.0785310268402	0.178738117218	0.100751876831	0.394732952118
51	0.320071935654	0.202618122101	0.141089916229	0.709431886673
52	0.0900349617004	0.249872922897	0.254908084869	0.652873039246
53	0.0646369457245	0.256745815277	0.218048810959	0.593060970306
54	0.255656003952	0.236649036407	0.250568151474	0.778600931168
55	0.0610530376434	0.188311100006	0.187088012695	0.476738929749
56	0.0626111030579	0.178050041199	0.114130973816	0.394455194473
57	0.337274074554	0.192486047745	0.146161079407	0.714148044586
58	0.0656092166901	0.214823007584	0.243456840515	0.559469938278
59	0.0615570545197	0.212281942368	0.158704996109	0.46996307373
60	0.0821108818054	0.273160934448	0.178835868835	0.598310947418
61	0.0758621692657	0.221477985382	0.115467786789	0.447651863098
62	0.0474481582642	0.180005788803	0.107414960861	0.372112989426
63	0.0445439815521	0.184834957123	0.19265794754	0.45813202858
64	0.0503010749817	0.180124998093	0.113827943802	0.382431983948
65	0.0480449199677	0.208357095718	0.188059091568	0.481506109238
66	0.31649684906	0.184877872467	0.107600927353	0.642390012741
67	0.0467619895935	0.206171989441	0.242809057236	0.53254699707
68	0.14785695076	0.278924942017	0.299693107605	0.766272068024
69	0.0880029201508	0.181091070175	0.232167005539	0.537540912628
