frame_num	transmit	locate	classify	total
0	0.0410971641541	0.279049873352	0.336380004883	0.677211999893
1	0.0351710319519	0.035707950592	0.0855419635773	0.174808979034
2	0.0323231220245	0.0284860134125	0.140286922455	0.217865943909
3	0.0411200523376	0.027801990509	0.169768095016	0.256376981735
4	0.0301198959351	0.0402479171753	0.081570148468	0.171998977661
5	0.0305640697479	0.0389349460602	0.0899040699005	0.176246166229
6	0.0388000011444	0.0347118377686	0.0789740085602	0.171043872833
7	0.0349149703979	0.0351378917694	0.102756977081	0.190948009491
8	0.0275700092316	0.0350978374481	0.114531040192	0.194885015488
9	0.0368528366089	0.0397970676422	0.0982248783112	0.194840908051
10	0.0345280170441	0.0355200767517	0.0833568572998	0.172186136246
11	0.0326499938965	0.0400850772858	0.117691040039	0.210654020309
12	0.0299079418182	0.0404899120331	0.090320110321	0.179219007492
13	0.0321218967438	0.0459530353546	0.141291856766	0.237774848938
14	0.0305500030518	0.0332498550415	0.104965925217	0.188168048859
15	0.0294690132141	0.0400319099426	0.12562918663	0.223651885986
16	0.0262360572815	0.0408828258514	0.13805603981	0.224081039429
17	0.0284950733185	0.03848695755	0.0837271213531	0.166901111603
18	0.0289731025696	0.0401899814606	0.100802898407	0.188360929489
19	0.0430629253387	0.0398318767548	0.166381120682	0.273154973984
20	0.0307130813599	0.0463571548462	0.0841698646545	0.180793046951
21	0.288642883301	0.041396856308	0.149464130402	0.498181819916
22	0.0277450084686	0.0410988330841	0.0899832248688	0.176535844803
23	0.0420680046082	0.0389580726624	0.0927419662476	0.190726041794
24	0.030590057373	0.0333049297333	0.125154018402	0.206945180893
25	0.0406169891357	0.0389261245728	0.130264997482	0.22980093956
26	0.0359828472137	0.0398631095886	0.0804970264435	0.176471948624
27	0.0344150066376	0.0498290061951	0.0944321155548	0.197690963745
28	0.0303401947021	0.0472130775452	0.117352962494	0.218245983124
29	0.0357310771942	0.0388588905334	0.0871169567108	0.183413028717
30	0.0348651409149	0.040962934494	0.104634046555	0.200954914093
31	0.0500059127808	0.0482490062714	0.0827960968018	0.200434923172
32	0.0378952026367	0.0400409698486	0.083930015564	0.183527946472
33	0.031131029129	0.0475940704346	0.169534921646	0.266209840775
34	0.0389218330383	0.0460000038147	0.0830030441284	0.18666601181
